1 : 7
2 : 7
3 : 7
4 : 7
5 : 6.95
6 : 7
7 : 6.85
8 : 6.8
9 : 6.6
10 : 6.45
11 : 6.45
12 : 6.4
13 : 6.1
14 : 5.9
15 : 5.55
16 : 5.35
17 : 4.9
18 : 5
19 : 4.5
20 : 4.45
21 : 3.9
22 : 3.65
23 : 3.3
24 : 2.65
25 : 2.8
26 : 2.35
27 : 2.3
28 : 2.45
29 : 2.7
30 : 2.3
31 : 2.35
32 : 2.5
33 : 2.2
34 : 2.5
35 : 1.9
36 : 1.55
37 : 1.35
38 : 0.1
39 : 0.3
40 : 0
41 : 0
42 : 0
