1 : 7
2 : 7
3 : 7
4 : 7
5 : 6.95
6 : 6.85
7 : 6.85
8 : 6.7
9 : 6.65
10 : 6.45
11 : 6.35
12 : 6.1
13 : 6.05
14 : 5.65
15 : 5.45
16 : 5.55
17 : 5.1
18 : 4.65
19 : 4.25
20 : 3.9
21 : 3.75
22 : 3.35
23 : 3.3
24 : 2.95
25 : 3.05
26 : 2.85
27 : 2.75
28 : 2.6
29 : 2.85
30 : 2.7
31 : 2.5
32 : 2.3
33 : 1.95
34 : 1.95
35 : 1.7
36 : 1.75
37 : 0.35
38 : 0.65
39 : 0.25
40 : 0
41 : 0
42 : 0
